"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-L","category","Price","Description"
"785263292","If Singleness Is a Gift, What's the Return Policy?","Holly Virden","2003","Nelson Books","http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg","science","13.37134977","b'""If Singleness Is a Gift, What\'s the Return Policy?"" is a book by Holly Virden and Michelle McKinney Hammond, published in 2003. The book discusses the challenges and opportunities of being single, and explores how to navigate the sometimes complicated world of relationships, dating, and self-discovery. The authors draw from their own experiences as well as biblical principles to provide insights and encouragement for those who are single or considering singleness as a lifestyle choice. The book is aimed at both men and women, and offers practical advice and spiritual guidance for living a fulfilling life as a single person.'"
"830714014","Always Daddy's Girl: Understanding Your Father's Impact on Who You Are","H. Norman Wright","1989","Regal Books","http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg","science","15.22767633","b'""Always Daddy\'s Girl: Understanding Your Father\'s Impact on Who You Are"" is a book written by H. Norman Wright, a licensed marriage, family, and child therapist. The book explores the relationship between a daughter and her father and how it can impact her life as she grows up and navigates relationships, self-worth, and emotional well-being. Wright uses personal anecdotes, case studies, and biblical references to help readers understand the importance of a healthy father-daughter relationship and offers advice and guidance for those who may have struggled with this relationship in the past. The book is intended for women of all ages who are looking to better understand themselves and their relationship with their father.'"
"345354931","Night Mare (Xanth Novels (Paperback))","Piers Anthony","1990","Del Rey Books","http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg","science","15.21384241","b'""Night Mare"" is a novel in the Xanth series by Piers Anthony. It was first published in 1983 and is the sixth book in the series. The story takes place in the magical land of Xanth, where every human has a unique magical talent. The protagonist, a young girl named Mare Imbrium, is on a mission to find the source of a mysterious and dangerous force that is causing nightmares in Xanth. Along the way, she encounters a wide variety of magical creatures and faces many challenges as she tries to save her homeland. The book combines elements of fantasy and humor, and is known for its imaginative world-building and colorful characters.'"
"553278223","The Martian Chronicles","RAY BRADBURY","1984","Spectra","http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg","novel","21.53308162","b'""The Martian Chronicles"" is a science fiction novel by Ray Bradbury, first published in 1950. It is a collection of interconnected short stories that depict the colonization of Mars by humans from Earth, and the conflicts that arise between them and the Martian natives. The novel explores themes of imperialism, racism, and environmental destruction, and has become a classic of the science fiction genre. It has been adapted for radio, television, and stage, and has influenced many other works of science fiction and popular culture.'"
"3150000335","Kabale Und Liebe","Schiller","0","Philipp Reclam, Jun Verlag GmbH","http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg","society","10.09571866","b'""Kabale und Liebe"" is a play by German dramatist Friedrich Schiller, first published in 1784. The play explores themes of power, love, class, and political intrigue in 18th-century Germany. The title is often translated as ""Intrigue and Love"" or ""Love and Politics."" The play was highly influential in German literature and has been adapted for various stage productions and films.'"
"3257233051","Veronika Deschliesst Zu Sterben / Vernika Decides to Die","Paolo Coelho","2002","Distribooks","http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg","society","16.14436569","b'""Veronika Decides to Die"" is a novel by Paulo Coelho, first published in 1998. The story follows Veronika, a young woman who appears to have everything, but feels empty and unfulfilled. She decides to commit suicide, but survives and is sent to a mental hospital where she meets a group of people who are also struggling with their own problems. Through her interactions with them, Veronika begins to find a new appreciation for life and the beauty that surrounds her. The novel is a poignant exploration of mental health, societal pressures, and the meaning of life.'"
"342311360X","Die Liebe in Den Zelten","Gabriel Garcia Marquez","0","Deutscher Taschenbuch Verlag (DTV)","http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg","health","16.09611293","b''"
"3423116714","Die Klone der Joanna May. Roman.","Fay Weldon","1993","Dtv","http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg","novel","16.00271753","b'""Die Klone der Joanna May"" is a novel by Fay Weldon, first published in 1989. It tells the story of a woman named Joanna May who decides to clone herself in order to preserve her youth and beauty. As she watches her clones grow and live their lives, she begins to question her own decisions and the consequences of playing god with human life. The novel explores themes of identity, aging, and the ethical implications of cloning technology.'"
"3423241489","Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.","Arabella Weir","1998","Dtv","http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg","science","13.45152448","b'Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau is a German-language book by author Nina Ruge. The title translates to ""Is My Butt Really That Big? Diary of a Sensitive Woman."" It is a humorous and insightful account of the author\'s experiences as a woman in contemporary society, addressing topics such as body image, aging, and relationships.'"
"3426605686","Haifischfrauen.","Kiana Davenport","1996","Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.","http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg","novel","17.5232158","b'""Haifischfrauen"" is a novel by Kiana Davenport. The book tells the story of seven women who are connected through family ties and the complex relationships they have with one another. Set against the backdrop of Hawaii, the novel explores the struggles these women face as they navigate their lives, relationships, and identities. The book has been praised for its richly drawn characters, vivid setting, and compelling narrative, and has been a popular choice among readers interested in stories about family, culture, and the human experience.'"
"3453212150","Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.","Sue Townsend","2002","Heyne","http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg","society","11.53607802","b'Die Cappuccino-Jahre is a German translation of the book ""The Cappuccino Years"" by Sue Townsend. It is the fifth book in the Adrian Mole series, and was originally published in 1999. The story follows the adult life of Adrian Mole, a character who was first introduced in the 1980s as a teenager. In this book, Adrian is in his thirties, living in London, and working as a chef. The novel deals with themes such as love, career, and family, and has been praised for its wit and humor.'"
"3498020862","Die Korrekturen.","Jonathan Franzen","2002","Rowohlt, Reinbek","http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg","fiction","12.13492544","b'""The Corrections"" is a novel by American author Jonathan Franzen, published in 2001. The novel follows the lives of the Lambert family, particularly the aging parents Alfred and Enid, and their three adult children Gary, Chip, and Denise, as they navigate the complexities of family relationships, personal identity, and the American culture in the late 20th century. The novel was a critical and commercial success, and won several awards, including the National Book Award in 2001.'"
"3499151502","Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.","Jerome D. Salinger","1998","Rowohlt Tb.","http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg","society","10.65535951","b'""Hebt den Dachbalken hoch, Zimmerleute"" and ""Seymour wird vorgestellt"" are two separate short stories written by J.D. Salinger, originally published in The New Yorker in the 1950s. ""Hebt den Dachbalken hoch, Zimmerleute"" (translated as ""Raise High the Roof Beam, Carpenters"") was published in 1955, while ""Seymour wird vorgestellt"" (translated as ""Seymour: An Introduction"") was published in 1959. Both stories feature members of the Glass family, a recurring set of characters in Salinger\'s work. ""Hebt den Dachbalken hoch, Zimmerleute"" follows the character Buddy Glass as he attends the wedding of his brother Seymour, while ""Seymour wird vorgestellt"" is a meditation on Seymour\'s life and legacy, as told by Buddy.'"
